X,Y,OBJECTID,LocationID,LocationDesc,LocationNote,CountNote,CityName,CountyName,CountYear,CountTime,CountDate,WeatherCode,WeatherNote,HeritageSite,Bike_M_N_NH,Bike_M_N_H,Bike_F_N_NH,Bike_F_N_H,Bike_M_S_NH,Bike_M_S_H,Bike_F_S_NH,Bike_F_S_H,Bike_M_E_NH,Bike_M_E_H,Bike_F_E_NH,Bike_F_E_H,Bike_M_W_NH,Bike_M_W_H,Bike_F_W_NH,Bike_F_W_H,Bike_U_N,Bike_U_S,Bike_U_E,Bike_U_W,Bike_M_N,Bike_F_N,Bike_North,Bike_M_S,Bike_F_S,Bike_South,Bike_M_E,Bike_F_E,Bike_East,Bike_M_W,Bike_F_W,Bike_West,Bike_Total,Ped_M_N,Ped_F_N,Ped_U_N,Ped_North,Ped_M_S,Ped_F_S,Ped_U_S,Ped_South,Ped_M_E,Ped_F_E,Ped_U_E,Ped_East,Ped_M_W,Ped_F_W,Ped_U_W,Ped_West,Ped_Total,Other_N,Other_S,Other_E,Other_W,Other_Total,Latitude,Longitude,Deprecated,StartYear,CityFIPSLongPlaceCode,CountyFIPSLongPlaceCode,TimeSlot
-122.316430000239947,47.594349998766432,9831,Seattle9,"I-90 Trail, Rizal Bridge",,,Seattle,King County,2010,AM,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135,,,,,,,,,,,,,,,,,122,,,,,0,47.59435,-122.31643,No,2009,5363000,53033,
-122.316430000239947,47.594349998766432,9832,Seattle9,"I-90 Trail, Rezal Bridge",,,Seattle,King County,2010,PM,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154,,,,,,,,,,,,,,,,,129,,,,,0,47.59435,-122.31643,No,2009,5363000,53033,
-122.316430000239947,47.594349998766432,9833,Seattle9,Jose Rizal Br (12th Ave) & I-90 Trail (E-W),,,Seattle,King County,2011,AM,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144,,,,,,,,,,,,,,,,,128,,,,,0,47.59435,-122.31643,No,2009,5363000,53033,
-122.316430000239947,47.594349998766432,9834,Seattle9,I-90 BikePath (E-W) and 12 Av S (N-S),,,Seattle,King County,2011,PM,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160,,,,,,,,,,,,,,,,,102,,,,,2,47.59435,-122.31643,No,2009,5363000,53033,
-122.316430000239947,47.594349998766432,9835,Seattle9,Jose Rizal Bridge & I-90 Trail,,,Seattle,King County,2012,AM,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134,,,,,,,,,,,,,,,,,108,,,,,0,47.59435,-122.31643,No,2009,5363000,53033,
-122.316430000239947,47.594349998766432,9836,Seattle9,Jose Rizal Bridge & I-90 Trail,,This spot fails to capture cyclists using the new section of trail down to the industrial district (that goes under the Jose Rizal bridge heading west),Seattle,King County,2013,PM,2013-10-01T00:00:00.000Z,,"Sun, rain, windy, cloudy fall day",No,4,17,,3,4,44,,10,2,23,1,10,1,10,,1,,,,,4,,24,4,,58,2,1,36,1,,12,130,18,10,,28,14,19,,33,8,8,,16,17,17,,34,111,,,,,,47.59435,-122.31643,No,2009,5363000,53033,
-122.316430000239947,47.594349998766432,9837,Seattle9,Jose Rizal Bridge & I-90 Trail,,Location doesn't capture westbound traffic that continues under the Jose Rizal Bridge ,Seattle,King County,2014,AM,2014-10-01T00:00:00.000Z,,High clouds then sunshine!,No,7,83,1,29,1,9,0,6,1,7,0,3,0,1,0,0,,,,,7,1,120,1,0,16,1,0,11,0,0,1,148,,,,54,,,,14,,,,13,,,,27,108,0,0,0,0,0,47.59435,-122.31643,No,2009,5363000,53033,
-122.316430000239947,47.594349998766432,9838,Seattle9,Jose Rizal Bridge & I-90 Trail,,,Seattle,King County,2014,PM,2014-10-02T00:00:00.000Z,,Sunny,No,3,31,0,16,4,48,0,19,1,49,1,15,2,6,0,1,,,,,3,0,50,4,0,71,1,1,66,2,0,9,196,,,,55,,,,33,,,,25,,,,32,145,0,0,0,0,0,47.59435,-122.31643,No,2009,5363000,53033,
-122.376230000112486,47.658029999226883,11185,Seattle11,Ballard Bridge,,"Also counted three dogs, which are pretty unusual on the bridge",Seattle,King County,2016,PM,2016-09-27T00:00:00.000Z,1,Clear Skies,Yes,8,68,1,13,4,23,1,3,0,0,0,0,0,0,0,0,0,0,0,0,8,1,90,4,1,31,0,0,0,0,0,0,121,19,4,0,23,19,7,0,26,0,0,0,0,0,0,0,0,49,1,0,0,0,1,47.65803,-122.37623,,,5363000,53033,
-122.399580000603478,47.664689999224876,11186,Seattle38,Ballard Locks (southside entrance near 33rd Ave W),,,Seattle,King County,2016,AM,2016-09-28T00:00:00.000Z,1,Clear Skies,No,3,9,0,5,0,6,0,0,3,54,0,12,1,1,0,0,0,0,0,0,3,0,17,0,0,6,3,0,69,1,0,2,94,13,14,0,27,2,2,0,4,10,6,0,16,5,12,0,17,64,0,0,0,0,0,47.66469,-122.39958,,,5363000,53033,
-122.399580000603478,47.664689999224876,11187,Seattle38,Ballard Locks (southside entrance near 33rd Ave W),,,Seattle,King County,2016,PM,2016-09-28T00:00:00.000Z,1,Clear Skies,No,6,71,0,20,1,10,0,2,0,15,0,6,0,12,0,1,0,0,0,0,6,0,97,1,0,13,0,0,21,0,0,13,144,38,20,0,58,11,10,0,21,13,11,0,24,16,16,0,32,135,1,0,0,1,2,47.66469,-122.39958,,,5363000,53033,
-122.3033639998133,47.555951998782476,11188,Seattle22,Beacon Ave S and Chief Sealth Trail,,,Seattle,King County,2016,AM,2016-09-29T00:00:00.000Z,2,Partly Sunny/Cloudy,Yes,6,20,0,12,1,2,0,3,2,2,0,0,0,2,0,5,0,0,0,0,6,0,38,1,0,6,2,0,4,0,0,7,55,31,26,0,57,9,11,0,20,7,11,0,18,9,3,2,14,109,0,0,0,0,0,47.555952,-122.303364,,,5363000,53033,
-122.3033639998133,47.555951998782476,11189,Seattle22,Beacon Ave S and Chief Sealth Trail,,,Seattle,King County,2016,PM,2016-09-28T00:00:00.000Z,1,Clear Skies,Yes,0,7,0,1,1,15,0,2,0,7,0,9,1,1,0,3,0,0,0,0,0,0,8,1,0,18,0,0,16,1,0,5,47,14,15,0,29,7,6,0,13,12,12,0,24,14,10,0,24,90,0,0,0,0,0,47.555952,-122.303364,,,5363000,53033,
-122.320869999898378,47.620089998976667,11190,Seattle14,Broadway E and E John St,,,Seattle,King County,2016,AM,2016-09-28T00:00:00.000Z,2,Partly Sunny/Cloudy,No,1,10,0,6,5,48,2,25,0,4,3,2,2,14,0,3,0,0,0,0,1,0,17,5,2,80,0,3,9,2,0,19,125,62,42,0,104,173,211,0,384,362,307,0,669,93,70,0,163,1320,0,1,1,1,3,47.62009,-122.32087,,,5363000,53033,
-122.314438999601691,47.655356999057751,11191,Seattle42,Brooklyn Ave NE & NE 40th St,,,Seattle,King County,2016,AM,2016-09-27T00:00:00.000Z,2,Partly Sunny/Cloudy,No,1,40,0,7,5,18,2,19,4,48,1,33,1,27,1,8,0,0,0,0,1,0,48,5,2,44,4,1,86,1,1,37,215,13,19,0,32,36,37,0,73,97,87,0,184,44,34,0,78,367,0,1,3,0,4,47.655357,-122.314439,,,5363000,53033,
-122.314438999601691,47.655356999057751,11192,Seattle42,Brooklyn Ave NE & NE 40th St,,,Seattle,King County,2016,PM,2016-09-28T00:00:00.000Z,1,Clear Skies,No,7,47,0,25,2,34,2,21,9,52,3,27,11,89,5,32,0,0,0,0,7,0,79,2,2,59,9,3,91,11,5,137,366,57,116,0,173,64,65,0,129,119,189,0,308,194,268,0,462,1072,3,2,1,7,13,47.655357,-122.314439,,,5363000,53033,
-122.347060000214469,47.649099999224084,11193,Seattle6,Burke Gilman Trail under Aurora Bridge,,Construction detour marked on NE corner of count location.,Seattle,King County,2016,AM,2016-09-28T00:00:00.000Z,1,Clear Skies,No,0,5,0,2,0,61,0,14,1,80,3,65,2,85,1,44,0,0,0,0,0,0,7,0,0,75,1,3,149,2,1,132,363,0,2,0,2,0,0,0,0,43,46,0,89,50,54,0,104,195,0,0,0,0,0,47.6491,-122.34706,,,5363000,53033,
-122.347060000214469,47.649099999224084,11194,Seattle6,Burke Gilman Trail under Aurora Bridge,,,Seattle,King County,2016,PM,2016-09-28T00:00:00.000Z,1,Clear Skies,No,0,0,0,0,0,0,0,0,6,79,1,37,7,134,0,90,0,0,0,0,0,0,0,0,0,0,6,1,123,7,0,231,354,0,0,0,0,0,0,0,0,75,55,0,130,80,60,0,140,270,0,0,1,1,2,47.6491,-122.34706,,,5363000,53033,
-122.386929999807933,47.56102999926965,11195,Seattle21,California Ave SW and SW Alaska St,,,Seattle,King County,2016,AM,2016-09-27T00:00:00.000Z,2,Partly Sunny/Cloudy,Yes,0,4,0,2,1,2,0,1,2,10,0,0,0,2,0,1,0,0,0,0,0,0,6,1,0,4,2,0,12,0,0,3,25,65,43,0,108,41,35,0,76,54,58,0,112,135,114,0,249,545,1,0,0,0,1,47.56103,-122.38693,,,5363000,53033,
-122.386929999807933,47.56102999926965,11196,Seattle21,California Ave SW and SW Alaska St,,I did not count pedestrians as it was impossible to do so with only one person.,Seattle,King County,2016,PM,2016-09-29T00:00:00.000Z,1,Clear Skies,Yes,3,12,1,0,1,8,0,1,5,2,0,1,2,8,0,3,0,0,0,0,3,1,16,1,0,10,5,0,8,2,0,13,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,47.56103,-122.38693,,,5363000,53033,
-122.357599000264926,47.571251999023069,11197,Seattle5,Duwamish Trail and W Seattle Bridge Trail,,There is essentially no Northbound street or access.,Seattle,King County,2016,AM,2016-09-27T00:00:00.000Z,2,Partly Sunny/Cloudy,Yes,0,0,0,0,1,8,0,2,3,230,0,57,2,12,0,1,0,0,0,0,0,0,0,1,0,11,3,0,290,2,0,15,316,0,0,0,0,7,2,0,9,9,4,0,13,2,1,0,3,25,0,0,0,0,0,47.571252,-122.357599,,,5363000,53033,
-122.357599000264926,47.571251999023069,11198,Seattle5,Duwamish Trail and W Seattle Bridge Trail,,,Seattle,King County,2016,PM,2016-09-27T00:00:00.000Z,1,Clear Skies,Yes,1,28,1,1,1,18,0,2,6,15,2,9,5,213,0,33,0,0,0,0,1,1,31,1,0,21,6,2,32,5,0,251,335,7,1,0,8,3,2,0,5,5,2,0,7,7,2,0,9,29,0,0,0,1,1,47.571252,-122.357599,,,5363000,53033,
-122.337111999494681,47.539950999425592,11199,Seattle19,Duwamish Trail near 2nd Ave SW,,There was no Southbound road at my intersection so that is why all the Southbound entries are 0.,Seattle,King County,2016,AM,2016-09-29T00:00:00.000Z,1,Clear Skies,Yes,3,11,0,1,0,0,0,0,1,8,0,3,0,7,0,3,0,0,0,0,3,0,15,0,0,0,1,0,12,0,0,10,37,1,1,0,2,0,0,0,0,2,1,0,3,0,0,0,0,5,0,0,0,0,0,47.539951,-122.337112,,,5363000,53033,
-122.337111999494681,47.539950999425592,11200,Seattle19,Duwamish Trail near 2nd Ave SW,,Thursday 9/29/16 4:00-6:00pm,Seattle,King County,2016,PM,2016-09-29T00:00:00.000Z,1,Clear Skies,Yes,0,0,0,0,0,0,0,0,1,8,0,1,3,16,0,2,0,0,0,0,0,0,0,0,0,0,1,0,10,3,0,21,31,1,0,0,1,0,0,0,0,1,0,0,1,5,1,0,6,8,0,0,0,0,0,47.539951,-122.337112,,,5363000,53033,
-122.316758999952839,47.612855999327586,11201,Seattle43,E Madison St and 12th Ave,,The temperature was a little chillier than it has been!,Seattle,King County,2016,AM,2016-09-28T00:00:00.000Z,2,Partly Sunny/Cloudy,No,2,67,1,37,2,58,1,17,0,4,0,4,2,32,0,13,0,0,0,0,2,1,107,2,1,78,0,0,8,2,0,47,240,65,69,0,134,21,51,0,72,28,36,0,64,68,52,0,120,390,0,2,0,1,3,47.612856,-122.316759,,,5363000,53033,
-122.325910000671556,47.679319999392433,11202,Seattle8,East Green Lake Way N and NE Ravenna Blvd,,"Unusual intersection. Here's how I interpreted into N/S/E/W directions: , Northbound = NW Bound onto Greenlake, Southbound = SE Bound onto Ravenna, Eastbound = Eastbound onto 71st , Southbound = SW-bound onto Greenlake, , Also, strange that there's an ""Un",Seattle,King County,2016,PM,2016-09-27T00:00:00.000Z,1,Clear Skies,Yes,5,120,2,51,3,14,1,2,2,25,0,3,8,21,3,16,0,0,0,0,5,2,178,3,1,20,2,0,30,8,3,48,276,142,134,0,276,35,35,0,70,92,122,0,214,158,222,0,380,940,5,1,1,7,14,47.67932,-122.32591,,,5363000,53033,
-122.32129199989005,47.651560998898404,11203,Seattle2,Eastlake Ave E and Fuhrman Ave E,,,Seattle,King County,2016,PM,2016-09-28T00:00:00.000Z,1,Clear Skies,Yes,8,235,2,80,5,88,1,31,3,26,0,19,0,9,0,2,0,0,0,0,8,2,325,5,1,125,3,0,48,0,0,11,509,46,33,0,79,40,47,0,87,27,25,0,52,6,14,0,20,238,1,1,0,0,2,47.651561,-122.321292,,,5363000,53033,
-122.383279999887876,47.642079998740734,11204,Seattle36,Elliott Bay Trail at 21st Ave W (on trail),,"I was actually at Elliott Bay Trail and 20th, but I think that's the spot it was supposed to be at. South and West continued on the trail, North was on 20th. Also note there was no Eastbound option.",Seattle,King County,2016,AM,2016-09-27T00:00:00.000Z,2,Partly Sunny/Cloudy,No,1,23,0,3,4,180,0,53,0,0,0,0,0,3,0,0,0,0,0,0,1,0,27,4,0,237,0,0,0,0,0,3,267,2,0,0,2,15,4,0,19,0,0,0,0,7,4,0,11,32,0,0,0,0,0,47.64208,-122.38328,,,5363000,53033,
-122.383279999887876,47.642079998740734,11205,Seattle36,Elliott Bay Trail at 21st Ave W (on trail),,No southbound direction (T-intersection),Seattle,King County,2016,PM,2016-09-29T00:00:00.000Z,2,Partly Sunny/Cloudy,No,0,19,0,4,0,0,0,0,0,10,0,2,2,7,0,3,0,0,0,0,0,0,23,0,0,0,0,0,12,2,0,12,47,7,2,0,9,0,0,0,0,2,2,0,4,10,4,0,14,27,0,0,0,0,0,47.64208,-122.38328,,,5363000,53033,
-122.356590000356164,47.615849999421016,11206,Seattle35,Elliott Bay Trail at Myrtle Edwards Park (northwest of Broad St),,Counted one Pronto bike share user.,Seattle,King County,2016,AM,2016-09-27T00:00:00.000Z,2,Partly Sunny/Cloudy,No,4,75,0,13,5,213,1,65,0,0,0,0,0,0,0,0,0,0,0,0,4,0,92,5,1,284,0,0,0,0,0,0,376,105,85,0,190,132,82,0,214,0,0,0,0,0,0,0,0,404,1,0,0,0,1,47.61585,-122.35659,,,5363000,53033,
-122.356590000356164,47.615849999421016,11207,Seattle35,Elliott Bay Trail at Myrtle Edwards Park (northwest of Broad St),,"Better location would be further north on the trail in Myrtle Edwards park next to pedestrian/cycle bridge over Elliot, which would also include east bound traffic towards South Lake Union.",Seattle,King County,2016,PM,2016-09-27T00:00:00.000Z,1,Clear Skies,No,18,244,3,64,11,67,2,13,2,11,0,2,2,17,1,3,0,0,0,0,18,3,329,11,2,93,2,0,15,2,1,23,460,155,110,0,265,103,111,0,214,13,10,0,23,18,22,0,40,542,5,3,0,0,8,47.61585,-122.35659,,,5363000,53033,
-122.349650000000523,47.649709998727531,11208,Seattle1,Fremont Ave N and N 34th St,,"I imagine the totals in this count are higher than the data I was able to count. WE DESPERATELY NEED (2) TWO COUNTERS PER SHIFT AT THIS LOCATION. I RECOMMEND ONE COUNTER MONITORS NORTH & SOUTH, THE OTHER EAST & WEST.",Seattle,King County,2016,AM,2016-09-28T00:00:00.000Z,2,Partly Sunny/Cloudy,Yes,1,4,0,3,2,450,2,199,1,93,0,48,0,33,1,10,0,0,0,0,1,0,8,2,2,653,1,0,142,0,1,44,847,27,22,0,49,26,24,0,50,43,36,0,79,70,72,0,142,320,0,1,3,1,5,47.64971,-122.34965,,,5363000,53033,
-122.349650000000523,47.649709998727531,11209,Seattle1,Fremont Ave N and N 34th St,,"this is a very busy corner, I would advocate for two counters. As I read the instructions there was mention that some places had two counters, I arrived early, surveyed the situation and hoped there would be two of me, there weren't. One cyclist asked me ",Seattle,King County,2016,PM,2016-09-29T00:00:00.000Z,2,Partly Sunny/Cloudy,Yes,1,171,0,49,7,97,0,41,11,291,1,82,3,178,1,62,0,0,0,0,1,0,221,7,0,145,11,1,385,3,1,244,995,98,90,0,188,57,55,0,112,114,92,0,206,114,103,0,217,723,0,1,3,1,5,47.64971,-122.34965,,,5363000,53033,
-122.285639999633787,47.590439998826959,11210,Seattle34,I-90 Trail at West Bridge (on trail at the west end of the I-90 Bridge),,,Seattle,King County,2016,AM,2016-09-27T00:00:00.000Z,2,Partly Sunny/Cloudy,No,0,0,0,0,0,0,0,0,3,54,1,12,1,70,0,1,0,0,0,0,0,0,0,0,0,0,3,1,70,1,0,72,142,0,0,0,0,0,0,0,0,3,4,0,7,5,3,0,8,15,0,0,0,0,0,47.59044,-122.28564,,,5363000,53033,
-122.285639999633787,47.590439998826959,11211,Seattle34,I-90 Trail at West Bridge (on trail at the west end of the I-90 Bridge),,,Seattle,King County,2016,PM,2016-09-27T00:00:00.000Z,1,Clear Skies,No,0,0,0,0,0,0,0,0,1,105,0,24,4,69,1,20,0,0,0,0,0,0,0,0,0,0,1,0,130,4,1,94,224,0,0,0,0,0,0,0,0,5,6,0,11,3,5,0,8,19,0,0,0,0,0,47.59044,-122.28564,,,5363000,53033,
-122.316430000239947,47.594349998766432,11212,Seattle9,Jose Rizal Bridge and I-90 Trail,,,Seattle,King County,2016,AM,2016-09-27T00:00:00.000Z,1,Clear Skies,No,6,91,1,31,2,12,0,7,1,11,0,4,0,2,0,0,0,0,0,0,6,1,129,2,0,21,1,0,16,0,0,2,168,36,27,0,63,5,6,0,11,11,6,0,17,16,16,0,32,123,0,0,0,0,0,47.59435,-122.31643,,,5363000,53033,
-122.316430000239947,47.594349998766432,11213,Seattle9,Jose Rizal Bridge and I-90 Trail,,,Seattle,King County,2016,PM,2016-09-29T00:00:00.000Z,1,Clear Skies,No,9,27,1,9,4,34,0,21,1,30,0,8,0,7,0,1,0,0,0,0,9,1,46,4,0,59,1,0,39,0,0,8,152,19,18,0,37,13,18,0,31,16,11,0,27,14,12,0,26,121,0,0,0,0,0,47.59435,-122.31643,,,5363000,53033,
-122.287339999871264,47.58578999924908,11214,Seattle13,Lakeside Ave S and Lake Washington Blvd S,,,Seattle,King County,2016,AM,2016-09-28T00:00:00.000Z,2,Partly Sunny/Cloudy,Yes,0,12,0,11,0,3,0,4,0,0,0,0,0,30,0,4,0,0,0,0,0,0,23,0,0,7,0,0,0,0,0,34,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.58579,-122.28734,,,5363000,53033,
-122.287339999871264,47.58578999924908,11215,Seattle13,Lakeside Ave S and Lake Washington Blvd S,,,Seattle,King County,2016,PM,2016-09-28T00:00:00.000Z,1,Clear Skies,Yes,2,25,0,3,0,67,0,25,0,0,0,0,0,19,0,5,0,0,0,0,2,0,30,0,0,92,0,0,0,0,0,24,146,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,47.58579,-122.28734,,,5363000,53033,
-122.3278569996382,47.618519999071601,11216,Seattle47,Melrose Ave and E Denny Way,,it was overcast with increasing bit of wind. 59 degrees.,Seattle,King County,2016,AM,2016-09-27T00:00:00.000Z,2,Partly Sunny/Cloudy,No,0,8,0,8,1,28,0,5,1,1,0,0,7,35,1,16,0,0,0,0,0,0,16,1,0,34,1,0,2,7,1,59,111,13,4,0,17,37,16,0,53,42,17,0,59,311,207,0,518,647,0,0,0,2,2,47.61852,-122.327857,,,5363000,53033,
-122.3278569996382,47.618519999071601,11217,Seattle47,Melrose Ave and E Denny Way,,,Seattle,King County,2016,PM,2016-09-29T00:00:00.000Z,1,Clear Skies,No,3,24,1,7,5,15,0,7,2,18,0,2,2,8,0,5,0,0,0,0,3,1,35,5,0,27,2,0,22,2,0,15,99,45,35,0,80,39,30,0,69,255,132,0,387,118,80,0,198,734,0,0,1,1,2,47.61852,-122.327857,,,5363000,53033,
-122.282019999972675,47.538879999343351,11218,Seattle33,MLK Junior Way S and S Myrtle St,,,Seattle,King County,2016,AM,2016-09-27T00:00:00.000Z,1,Clear Skies,Yes,0,1,0,0,1,1,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,3,0,4,0,0,0,8,14,16,0,30,20,23,0,43,67,84,0,151,72,81,0,153,377,0,0,0,0,0,47.53888,-122.28202,,,5363000,53033,
-122.282019999972675,47.538879999343351,11219,Seattle33,MLK Junior Way S and S Myrtle St,,,Seattle,King County,2016,PM,2016-09-29T00:00:00.000Z,1,Clear Skies,Yes,2,3,0,0,4,1,0,0,1,2,0,3,1,2,1,2,0,0,0,0,2,0,5,4,0,5,1,0,6,1,1,6,22,54,55,0,109,38,40,0,78,134,123,0,257,98,82,0,180,624,0,0,0,0,0,47.53888,-122.28202,,,5363000,53033,
-122.304640000282859,47.648059998798651,11220,Seattle4,Montlake Bridge,,"Does not include anyone who did not cross the bridge: ~15 people headed southbound entered UWMC area via a pathway just before the bridge and headed westbound on trail. Have entered them on the sheet, but not here in case they are of interest.",Seattle,King County,2016,AM,2016-09-27T00:00:00.000Z,2,Partly Sunny/Cloudy,Yes,5,93,4,63,2,123,2,31,0,0,0,0,0,0,0,0,0,0,0,0,5,4,165,2,2,158,0,0,0,0,0,0,323,113,136,0,249,37,33,0,70,0,0,0,0,0,0,0,0,319,1,0,0,0,1,47.64806,-122.30464,,,5363000,53033,
-122.304640000282859,47.648059998798651,11221,Seattle4,Montlake Bridge,,"A second counter (Trevor) showed up a little after four, so he covered the westside sidewalk and I covered the eastside. These are the compiled numbers for both counters.",Seattle,King County,2016,PM,2016-09-28T00:00:00.000Z,2,Partly Sunny/Cloudy,Yes,10,180,2,52,5,137,3,74,0,4,0,1,0,0,0,0,0,0,0,0,10,2,244,5,3,219,0,0,5,0,0,0,468,158,93,0,251,147,129,0,276,3,7,0,10,3,0,0,3,540,4,6,0,0,10,47.64806,-122.30464,,,5363000,53033,
-122.327807999655008,47.613909999035627,11222,Seattle44,Pike St and Melrose Ave,,,Seattle,King County,2016,AM,2016-09-27T00:00:00.000Z,2,Partly Sunny/Cloudy,No,1,6,1,5,0,6,0,2,0,9,0,2,0,21,0,7,0,0,0,0,1,1,13,0,0,8,0,0,11,0,0,28,60,91,59,0,150,23,19,0,42,87,61,0,148,267,191,0,458,798,0,1,0,2,3,47.61391,-122.327808,,,5363000,53033,
-122.327807999655008,47.613909999035627,11223,Seattle44,Pike St and Melrose Ave,,,Seattle,King County,2016,PM,2016-09-29T00:00:00.000Z,1,Clear Skies,No,2,6,0,6,1,5,0,1,13,51,3,13,7,9,1,1,0,0,0,0,2,0,14,1,0,7,13,3,80,7,1,18,119,167,140,0,307,32,36,0,68,372,289,0,661,246,180,0,426,1462,0,0,3,0,3,47.61391,-122.327808,,,5363000,53033,
-122.327888000577204,47.615197999422023,11224,Seattle49,Pine St and Melrose Ave,,,Seattle,King County,2016,AM,2016-09-28T00:00:00.000Z,2,Partly Sunny/Cloudy,No,1,16,0,9,0,16,1,2,0,20,1,4,12,166,4,76,0,0,0,0,1,0,26,0,1,19,0,1,25,12,4,258,328,73,42,0,115,81,56,0,137,116,65,0,181,243,181,0,424,857,0,2,0,1,3,47.615198,-122.327888,,,5363000,53033,
-122.327888000577204,47.615197999422023,11225,Seattle49,Pine St and Melrose Ave,,,Seattle,King County,2016,PM,2016-09-29T00:00:00.000Z,1,Clear Skies,No,5,19,1,7,1,11,1,1,10,95,1,39,14,23,3,15,0,0,0,0,5,1,32,1,1,14,10,1,145,14,3,55,246,92,65,0,157,76,62,0,138,333,228,0,561,210,147,0,357,1213,2,1,0,4,7,47.615198,-122.327888,,,5363000,53033,
-122.356900999610119,47.63839799907305,11226,Seattle23,Queen Anne Ave N and Boston St,,,Seattle,King County,2016,AM,2016-09-27T00:00:00.000Z,2,Partly Sunny/Cloudy,Yes,0,6,0,2,0,3,0,2,1,5,0,2,0,1,0,0,0,0,0,0,0,0,8,0,0,5,1,0,8,0,0,1,22,46,59,0,105,51,66,0,117,41,43,0,84,33,39,0,72,378,0,0,0,0,0,47.638398,-122.356901,,,5363000,53033,
-122.356900999610119,47.63839799907305,11227,Seattle23,Queen Anne Ave N and Boston St,,,Seattle,King County,2016,PM,2016-09-29T00:00:00.000Z,1,Clear Skies,Yes,0,2,0,3,0,5,0,3,1,1,0,0,2,5,0,2,0,0,0,0,0,0,5,0,0,8,1,0,2,2,0,9,24,97,141,0,238,96,132,0,228,52,84,0,136,77,71,0,148,750,1,4,0,1,6,47.638398,-122.356901,,,5363000,53033,
-122.285459000267295,47.55865199939683,11228,Seattle25,Rainier Ave S and S Edmunds St,,"Note: this is a terrible place for bike counting. Any south end bikers (like me) won't be riding on Rainier, especially now that it's down to one lane; they'll be going on side streets or bike paths.,",Seattle,King County,2016,AM,2016-09-28T00:00:00.000Z,2,Partly Sunny/Cloudy,Yes,3,3,0,1,1,3,0,0,1,2,0,0,0,7,1,5,0,0,0,0,3,0,7,1,0,4,1,0,3,0,1,13,27,41,34,0,75,30,30,0,60,43,34,0,77,78,101,0,179,391,0,0,0,1,1,47.558652,-122.285459,,,5363000,53033,
-122.285459000267295,47.55865199939683,11229,Seattle25,Rainier Ave S and S Edmunds St,,,Seattle,King County,2016,PM,2016-09-29T00:00:00.000Z,2,Partly Sunny/Cloudy,Yes,3,4,0,0,0,4,0,0,0,3,0,0,3,4,0,0,0,0,3,1,3,0,7,0,0,4,0,0,6,3,0,8,25,85,76,0,161,106,113,0,219,108,118,0,226,77,76,0,153,759,2,2,4,0,8,47.558652,-122.285459,,,5363000,53033,
-122.378769999586041,47.662359998658495,11230,Seattle39,Shilshole Ave NW and 17th Ave NW,,"""Other"" = skateboard. , , Notes: , - no ""unclassified"" on the count form I received, though it's on option on the online entry form. , - why is gender necessary on the count form? Sometimes it was impossible to tell and I wonder what insight gender provid",Seattle,King County,2016,AM,2016-09-28T00:00:00.000Z,1,Clear Skies,No,1,18,0,7,0,0,0,0,4,168,0,65,1,20,0,8,0,0,0,0,1,0,26,0,0,0,4,0,237,1,0,29,292,2,5,0,7,0,0,0,0,14,8,0,22,4,4,0,8,37,0,0,1,0,1,47.66236,-122.37877,,,5363000,53033,
-122.378769999586041,47.662359998658495,11231,Seattle39,Shilshole Ave NW and 17th Ave NW,,"""Other"" = skateboard and jogging stroller., , Notes: , - no ""unclassified"" on the count form I received, though it's on option on the online entry form. , - why is gender necessary on the count form? Sometimes it was impossible to tell and I wonder what i",Seattle,King County,2016,PM,2016-09-27T00:00:00.000Z,1,Clear Skies,No,12,104,0,41,0,0,0,0,12,46,1,26,8,103,2,31,0,0,0,0,12,0,157,0,0,0,12,1,85,8,2,144,386,10,4,0,14,0,0,0,0,19,9,0,28,14,10,0,24,66,1,0,2,0,3,47.66236,-122.37877,,,5363000,53033,
-122.313110000621634,47.663109999102886,11232,Seattle16,University Way NE and NE 47th St,,"School not in session, starts tomorrow 9/28. 64 degrees and dry",Seattle,King County,2016,AM,2016-09-27T00:00:00.000Z,2,Partly Sunny/Cloudy,Yes,2,3,0,0,7,36,1,32,1,6,0,2,1,13,0,2,0,0,0,0,2,0,5,7,1,76,1,0,9,1,0,16,106,50,24,0,74,170,31,0,201,61,23,0,84,51,19,0,70,429,1,6,0,1,8,47.66311,-122.31311,,,5363000,53033,
